,ID,ROW_ID,COMPANY_CODE,SIM_ROUND,SIM_STEP,SIM_DATE,SIM_CALENDAR_DATE,SIM_PERIOD,SIM_ELAPSED_STEPS,MATERIAL_NUMBER,MATERIAL_DESCRIPTION,MATERIAL_SIZE,MATERIAL_LABEL,MATERIAL_CODE,YIELD,UNIT
259,.1~457,457,C2,02,19,02/19,2024-02-08T00:00:00,8,39,CC-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
260,.1~90,90,C2,01,08,01/08,2024-01-08T00:00:00,2,8,CC-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
261,.1~395,395,C2,02,13,02/13,2024-02-02T00:00:00,7,33,CC-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
262,.1~97,97,C2,01,09,01/09,2024-01-09T00:00:00,2,9,CC-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
263,.1~402,402,C2,02,14,02/14,2024-02-03T00:00:00,7,34,CC-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
264,.1~70,70,C2,01,06,01/06,2024-01-06T00:00:00,2,6,CC-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
265,.1~75,75,C2,01,07,01/07,2024-01-07T00:00:00,2,7,CC-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
266,.1~335,335,C2,02,08,02/08,2024-01-28T00:00:00,6,28,CC-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
267,.1~317,317,C2,02,07,02/07,2024-01-27T00:00:00,6,27,CC-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
268,.1~364,364,C2,02,11,02/11,2024-01-31T00:00:00,7,31,CC-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
269,.1~192,192,C2,01,16,01/16,2024-01-16T00:00:00,4,16,CC-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,2.6E4,ST
270,.1~258,258,C2,02,02,02/02,2024-01-22T00:00:00,5,22,CC-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
271,.1~280,280,C2,02,04,02/04,2024-01-24T00:00:00,5,24,CC-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
272,.1~475,475,C2,02,20,02/20,2024-02-09T00:00:00,8,40,CC-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
273,.1~11,11,C2,01,01,01/01,2024-01-01T00:00:00,1,1,CC-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
274,.1~413,413,C2,02,15,02/15,2024-02-04T00:00:00,7,35,CC-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
275,.1~142,142,C2,01,12,01/12,2024-01-12T00:00:00,3,12,CC-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
276,.1~450,450,C2,02,18,02/18,2024-02-07T00:00:00,8,38,CC-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
277,.1~377,377,C2,02,12,02/12,2024-02-01T00:00:00,7,32,CC-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
278,.1~355,355,C2,02,10,02/10,2024-01-30T00:00:00,6,30,CC-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
279,.1~14,14,C2,01,02,01/02,2024-01-02T00:00:00,1,2,CC-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
280,.1~183,183,C2,01,16,01/16,2024-01-16T00:00:00,4,16,CC-F06,500g Mixed Fruit Muesli,500g,Mixed Fruit Muesli,F06,0,ST
281,.1~266,266,C2,02,03,02/03,2024-01-23T00:00:00,5,23,CC-F06,500g Mixed Fruit Muesli,500g,Mixed Fruit Muesli,F06,0,ST
282,.1~385,385,C2,02,13,02/13,2024-02-02T00:00:00,7,33,CC-F06,500g Mixed Fruit Muesli,500g,Mixed Fruit Muesli,F06,0,ST
283,.1~81,81,C2,01,07,01/07,2024-01-07T00:00:00,2,7,CC-F06,500g Mixed Fruit Muesli,500g,Mixed Fruit Muesli,F06,0,ST
284,.1~312,312,C2,02,06,02/06,2024-01-26T00:00:00,6,26,CC-F06,500g Mixed Fruit Muesli,500g,Mixed Fruit Muesli,F06,2.6E4,ST
285,.1~381,381,C2,02,12,02/12,2024-02-01T00:00:00,7,32,CC-F06,500g Mixed Fruit Muesli,500g,Mixed Fruit Muesli,F06,0,ST
286,.1~324,324,C2,02,07,02/07,2024-01-27T00:00:00,6,27,CC-F06,500g Mixed Fruit Muesli,500g,Mixed Fruit Muesli,F06,2.3006E4,ST
287,.1~86,86,C2,01,08,01/08,2024-01-08T00:00:00,2,8,CC-F06,500g Mixed Fruit Muesli,500g,Mixed Fruit Muesli,F06,0,ST
